genres,original_title,overview,popularity,runtime,tagline,weighted_average
"['Adventure', 'Animation', 'Family', 'Comedy']",Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,108.0,The story of a regular guy just looking for a little wreck-ognition.,6.9083094491829575
"['Action', 'Adventure', 'Science Fiction']",Independence Day: Resurgence,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",48.775723,120.0,We had twenty years to prepare. So did they.,5.341902666569414
"['Adventure', 'Fantasy', 'Animation', 'Family']",How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",67.263269,98.0,One adventure will change two worlds,7.20436522274276
"['Action', 'Adventure', 'Science Fiction']",Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",481.09862400000003,121.0,All heroes start somewhere.,7.706657643369231
"['Adventure', 'Science Fiction', 'Drama']",Interstellar,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,724.247784,169.0,Mankind was born on Earth. It was never meant to die here.,7.903781079036607
"['Action', 'Adventure', 'Science Fiction', 'Thriller', 'Mystery']",Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,148.0,Your mind is the scene of the crime.,7.941485327536633
"['Action', 'Adventure', 'Fantasy']",The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",108.849621,169.0,From the smallest beginnings come the greatest legends.,6.896250727862225
"['Fantasy', 'Drama', 'Thriller', 'Romance', 'Mystery']",The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",60.269279000000004,166.0,"Life isn't measured in minutes, but in moments.",6.999091064478482
"['Action', 'Adventure', 'Science Fiction']",X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",3.195174,132.0,Witness the moment that will change our world.,6.926487770857521
"['Action', 'Adventure', 'Science Fiction']",The Hunger Games: Mockingjay - Part 2,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",127.28442700000001,137.0,The fire will burn forever.,6.507178937787839
"['Action', 'Adventure', 'Fantasy', 'Drama', 'Comedy']",The Sorcerer's Apprentice,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",35.580815,109.0,It's The Coolest Job Ever.,5.991310654331994
"['Action', 'Adventure', 'Drama', 'Thriller']",Poseidon,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",21.133748,99.0,Mayday,5.9884881884200585
['Fantasy'],Alice Through the Looking Glass,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",56.268916000000004,113.0,It's time for a little madness.,6.3792302335570845
"['Adventure', 'Fantasy', 'Animation', 'Family', 'Comedy']",Shrek the Third,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",42.986467,93.0,Who's ready for Thirds?,6.076344832665257
"['Action', 'Adventure', 'Fantasy']",Warcraft,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",63.148529,123.0,Two worlds. One home.,6.269308982332864
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",202.04263500000002,126.0,Reset the future,5.906818047748826
"['Action', 'Adventure', 'Science Fiction']",Transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",25.468493,144.0,Their war. Our world.,6.5081593186788025
"['Adventure', 'Fantasy', 'Family', 'Mystery']",Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",78.14439499999999,138.0,Evil Must Be Confronted.,7.178487375316017
"['Adventure', 'Fantasy', 'Family']",Harry Potter and the Goblet of Fire,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",101.250416,157.0,Dark And Difficult Times Lie Ahead.,7.263793407224893
"['Action', 'Fantasy']",Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",56.758410999999995,92.0,Bad Behavior. Bad Attitude. Real Hero.,6.204229388499884
